algorithm,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
mRMR,WaveformEW,9,0.21949599999999994,0.7846000000000001,25,40,11.804369926452637
mRMR,WaveformEW,13,0.22180999999999998,0.781,20,40,9.516467094421387
mRMR,WaveformEW,12,0.21879799999999994,0.7848,23,40,10.61938190460205
mRMR,WaveformEW,11,0.21900600000000003,0.7856,27,40,12.184078216552734
mRMR,WaveformEW,15,0.21660999999999997,0.786,19,40,8.911403179168701
mRMR,WaveformEW,14,0.21628599999999992,0.7886000000000001,28,40,12.218412160873413
mRMR,WaveformEW,16,0.21978799999999996,0.7838,23,40,10.12991976737976
mRMR,WaveformEW,17,0.221862,0.7812,21,40,9.706799983978271
mRMR,WaveformEW,18,0.21578600000000003,0.7886,26,40,11.081847906112671
mRMR,WaveformEW,20,0.22087199999999999,0.7822,21,40,9.712538003921509
mRMR,WaveformEW,22,0.21610999999999997,0.786,17,40,8.045073986053467
mRMR,WaveformEW,21,0.21608799999999984,0.7888000000000002,28,40,12.750025033950806
mRMR,WaveformEW,19,0.22323599999999993,0.7836000000000001,36,40,14.383956909179688
ReliefF-baseline,BreastEW,0,0.03234471160727057,0.9706955775010735,3,9,0.24933791160583496
ReliefF-baseline,BreastEW,1,0.02799831830542443,0.9750858737655645,3,9,0.22656011581420898
ReliefF-baseline,BreastEW,2,0.03932426888030147,0.9692571919278661,8,9,0.20403003692626953
ReliefF-baseline,BreastEW,3,0.034566933829492795,0.9706955775010735,5,9,0.18585920333862305
ReliefF-baseline,BreastEW,4,0.03531201994179659,0.9721876341777588,7,9,0.2006089687347412
ReliefF-baseline,BreastEW,5,0.033877391345832675,0.9736367539716617,7,9,0.252047061920166
ReliefF-baseline,BreastEW,6,0.035322646820285276,0.9721768999570631,7,9,0.23170208930969238
mRMR,WaveformEW,23,0.222372,0.7822,27,40,12.259006977081299
ReliefF-baseline,BreastEW,7,0.037436191021420734,0.9677973379132675,5,9,0.20402002334594727
ReliefF-baseline,BreastEW,8,0.034211535709174165,0.9721768999570631,6,9,0.21343612670898438
ReliefF-baseline,BreastEW,9,0.034566933829492795,0.9706955775010735,5,9,0.22498106956481934
ReliefF-baseline,BreastEW,10,0.03858980964648636,0.9677544010304852,6,9,0.24431991577148438
ReliefF-baseline,BreastEW,11,0.03304729020561985,0.9722305710605411,5,9,0.21567821502685547
