config_name,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
RG-SCSO,Leukemia,12,0.01679197503700439,0.9857142857142858,946,3571,360.99553100019693
RG-SCSO,Leukemia,13,0.015809913189582726,0.9866666666666667,932,3571,359.08090558322147
RG-SCSO,Leukemia,14,0.016755570668480168,0.9857142857142858,933,3571,363.69803866697475
RG-SCSO,Leukemia,15,0.016763971676601142,0.9857142857142858,936,3571,358.1081205001101
RG-SCSO,Leukemia,16,0.0158183141977037,0.9866666666666667,935,3571,355.28787195915356
RG-SCSO,Leukemia,17,0.01677517302076244,0.9857142857142858,940,3571,349.7093138326891
RG-SCSO,Leukemia,18,0.016724766972036596,0.9857142857142858,922,3571,351.95219216682017
RG-SCSO,Leukemia,19,0.01677517302076244,0.9857142857142858,940,3571,353.54309541592374
RG-SCSO,Leukemia,20,0.016783574028883416,0.9857142857142858,943,3571,341.77841666713357
RG-SCSO,Leukemia,21,0.01684798175781089,0.9857142857142858,966,3571,342.2626659166999
RG-SCSO,Leukemia,22,0.016817178061367313,0.9857142857142858,955,3571,344.544773416128
RG-SCSO,Leukemia,23,0.01581271352562305,0.9866666666666667,933,3571,340.173740291968
RG-SCSO,Leukemia,24,0.016763971676601142,0.9857142857142858,936,3571,338.2676065834239
RG-SCSO,Leukemia,25,0.016856382765931863,0.9857142857142858,969,3571,340.7673664581962
RG-SCSO,Leukemia,26,0.016761171340560817,0.9857142857142858,935,3571,338.6570403748192
RG-SCSO,Leukemia,27,0.01677517302076244,0.9857142857142858,940,3571,338.32695729192346
RG-SCSO,Leukemia,28,0.01679757570908504,0.9857142857142858,948,3571,325.93071983382106
RG-SCSO,Leukemia,29,0.016741568988278544,0.9857142857142858,928,3571,325.92870358377695
RG-SCSO-RandomProbe,Zoo,0,0.025424999999999906,0.9800000000000001,9,16,391.02523187501356
RG-SCSO-RandomProbe,Zoo,1,0.022924999999999907,0.9800000000000001,5,16,387.7967986250296
RG-SCSO-RandomProbe,Zoo,2,0.022924999999999907,0.9800000000000001,5,16,385.8420014162548
RG-SCSO-RandomProbe,Zoo,3,0.022453571428571403,0.9804761904761905,5,16,385.32430270826444
RG-SCSO-RandomProbe,Zoo,4,0.022453571428571514,0.9804761904761904,5,16,384.62762608285993
RG-SCSO-RandomProbe,Zoo,5,0.02417499999999991,0.9800000000000001,7,16,382.0723114577122
RG-SCSO-RandomProbe,Zoo,6,0.022924999999999907,0.9800000000000001,5,16,379.63946183398366
RG-SCSO-RandomProbe,Zoo,7,0.022453571428571403,0.9804761904761905,5,16,382.426182041876
RG-SCSO-RandomProbe,Zoo,8,0.022924999999999907,0.9800000000000001,5,16,386.523837165907
RG-SCSO-RandomProbe,Zoo,9,0.03282500000000003,0.97,5,16,382.91295329201967
RG-SCSO-RandomProbe,Zoo,10,0.02479999999999991,0.9800000000000001,8,16,384.1457412089221
RG-SCSO-RandomProbe,Zoo,11,0.022924999999999907,0.9800000000000001,5,16,382.3436518330127
RG-SCSO-RandomProbe,Zoo,12,0.02479999999999991,0.9800000000000001,8,16,383.7958850003779
RG-SCSO-RandomProbe,Zoo,13,0.025424999999999906,0.9800000000000001,9,16,377.5569306248799
RG-SCSO-RandomProbe,Zoo,14,0.022924999999999907,0.9800000000000001,5,16,380.8270483748056
RG-SCSO-RandomProbe,Zoo,15,0.022453571428571403,0.9804761904761905,5,16,380.4175869580358
RG-SCSO-RandomProbe,Zoo,16,0.02417499999999991,0.9800000000000001,7,16,375.61987962480634
