sweep,value,config_tag,dataset,run_id,fitness,accuracy,n_selected_features,runtime_seconds
ema_lambda,0.7,orl,Zoo,2,0.026049999999999907,0.9800000000000001,10,161.2825545000378
ema_lambda,0.7,orl,Zoo,3,0.022453571428571403,0.9804761904761905,5,164.107911542058
umr_k,16.0,final,ColonCancer,6,0.11454230769230762,0.8871794871794872,570,392.4332319998648
umr_k,16.0,final,ColonCancer,7,0.09663307692307692,0.9051282051282051,542,389.7149041669909
ema_lambda,0.7,orl,Zoo,4,0.022453571428571514,0.9804761904761904,5,171.21712612500414
umr_k,16.0,final,ColonCancer,8,0.12828884615384625,0.873076923076923,527,381.69300179206766
umr_k,16.0,final,ColonCancer,9,0.1298530769230768,0.8717948717948719,586,381.6072809579782
ema_lambda,0.7,orl,Zoo,5,0.02417499999999991,0.9800000000000001,7,174.00408987491392
ema_lambda,0.7,orl,Zoo,6,0.022924999999999907,0.9800000000000001,5,173.66200891695917
ema_lambda,0.7,orl,Zoo,7,0.0249535714285714,0.9804761904761905,9,177.06573875015602
ema_lambda,0.7,orl,Zoo,8,0.022924999999999907,0.9800000000000001,5,172.62692370801233
ema_lambda,0.7,orl,Zoo,9,0.023549999999999908,0.9800000000000001,6,172.66085062501952
ema_lambda,0.7,orl,Sonar,0,0.12599128919860622,0.8752613240418119,15,349.4126773751341
ema_lambda,0.7,orl,Sonar,1,0.10713414634146344,0.8943089430894309,15,335.61285283393227
ema_lambda,0.7,orl,Sonar,2,0.10701916376306621,0.8944250871080139,15,335.9536860419903
ema_lambda,0.7,orl,Sonar,3,0.08961033681765397,0.9133565621370499,23,353.5802327909041
ema_lambda,0.7,orl,Sonar,4,0.0836660859465738,0.9183507549361207,17,347.19122137501836
ema_lambda,0.7,orl,Sonar,5,0.10797909407665514,0.8939605110336817,18,359.40449470910244
ema_lambda,0.7,orl,Sonar,6,0.07446747967479687,0.9276422764227641,17,339.13831187505275
ema_lambda,0.7,orl,Sonar,7,0.12161033681765385,0.8800232288037166,17,359.6229783340823
ema_lambda,0.7,orl,Sonar,9,0.08844367015098731,0.9133565621370499,16,344.5527607500553
ema_lambda,0.7,orl,Sonar,8,0.07933681765389088,0.9232288037166085,20,350.8671448749956
ema_lambda,0.7,orl,ColonCancer,0,0.09931153846153845,0.9025641025641026,570,436.81385975005105
ema_lambda,0.7,orl,ColonCancer,1,0.16147384615384613,0.8397435897435898,564,436.82077987492085
ema_lambda,0.7,orl,ColonCancer,2,0.08381076923076927,0.9179487179487179,516,436.06930079194717
ema_lambda,0.7,orl,ColonCancer,3,0.14387461538461543,0.8576923076923076,598,437.2286179999355
ema_lambda,0.7,orl,ColonCancer,4,0.09921153846153845,0.9025641025641026,550,436.783279000083
ema_lambda,0.7,orl,ColonCancer,5,0.16147384615384613,0.8397435897435898,564,433.1919726659544
ema_lambda,0.9,orl,Zoo,0,0.025424999999999906,0.9800000000000001,9,157.46068245894276
w_online,0.3,orl,Zoo,0,0.025424999999999906,0.9800000000000001,9,157.46068245894276
ema_lambda,0.9,orl,Zoo,2,0.022924999999999907,0.9800000000000001,5,163.8110823330935
w_online,0.3,orl,Zoo,2,0.022924999999999907,0.9800000000000001,5,163.8110823330935
ema_lambda,0.9,orl,Zoo,1,0.022924999999999907,0.9800000000000001,5,165.90538858389482
w_online,0.3,orl,Zoo,1,0.022924999999999907,0.9800000000000001,5,165.90538858389482
ema_lambda,0.9,orl,Zoo,3,0.022453571428571403,0.9804761904761905,5,166.22557008289732
w_online,0.3,orl,Zoo,3,0.022453571428571403,0.9804761904761905,5,166.22557008289732
ema_lambda,0.7,orl,ColonCancer,6,0.11456730769230762,0.8871794871794872,575,402.6394286660943
ema_lambda,0.7,orl,ColonCancer,7,0.09663307692307692,0.9051282051282051,542,402.9920572920237
ema_lambda,0.9,orl,Zoo,4,0.022453571428571514,0.9804761904761904,5,172.37655374989845
w_online,0.3,orl,Zoo,4,0.022453571428571514,0.9804761904761904,5,172.37655374989845
ema_lambda,0.7,orl,ColonCancer,8,0.11306307692307686,0.8884615384615385,528,393.60329200001433
ema_lambda,0.9,orl,Zoo,5,0.026049999999999907,0.9800000000000001,10,175.19912475021556
w_online,0.3,orl,Zoo,5,0.026049999999999907,0.9800000000000001,10,175.19912475021556
ema_lambda,0.9,orl,Zoo,6,0.022924999999999907,0.9800000000000001,5,176.17043833294883
w_online,0.3,orl,Zoo,6,0.022924999999999907,0.9800000000000001,5,176.17043833294883
ema_lambda,0.7,orl,ColonCancer,9,0.11442730769230762,0.8871794871794872,547,389.0464590829797
ema_lambda,0.9,orl,Zoo,7,0.025578571428571402,0.9804761904761905,10,173.05046454188414
w_online,0.3,orl,Zoo,7,0.025578571428571402,0.9804761904761905,10,173.05046454188414
ema_lambda,0.9,orl,Zoo,8,0.022924999999999907,0.9800000000000001,5,168.9504460839089
w_online,0.3,orl,Zoo,8,0.022924999999999907,0.9800000000000001,5,168.9504460839089
ema_lambda,0.9,orl,Zoo,9,0.023549999999999908,0.9800000000000001,6,170.28565162490122
w_online,0.3,orl,Zoo,9,0.023549999999999908,0.9800000000000001,6,170.28565162490122
ema_lambda,0.9,orl,Sonar,0,0.11774099883855986,0.8844367015098722,20,329.94032866694033
w_online,0.3,orl,Sonar,0,0.11774099883855986,0.8844367015098722,20,329.94032866694033
ema_lambda,0.9,orl,Sonar,1,0.09326132404181188,0.9088269454123112,18,346.9892814171035
w_online,0.3,orl,Sonar,1,0.09326132404181188,0.9088269454123112,18,346.9892814171035
ema_lambda,0.9,orl,Sonar,3,0.09270963995354245,0.9087108013937282,14,324.3282242498826
w_online,0.3,orl,Sonar,3,0.09270963995354245,0.9087108013937282,14,324.3282242498826
ema_lambda,0.9,orl,Sonar,4,0.11269337979094084,0.8891986062717769,18,322.9825328749139
w_online,0.3,orl,Sonar,4,0.11269337979094084,0.8891986062717769,18,322.9825328749139
ema_lambda,0.9,orl,Sonar,2,0.11246341463414637,0.8894308943089431,18,337.98075666697696
w_online,0.3,orl,Sonar,2,0.11246341463414637,0.8894308943089431,18,337.98075666697696
ema_lambda,0.9,orl,Sonar,5,0.10874912891986067,0.8941927990708478,24,347.8051272497978
w_online,0.3,orl,Sonar,5,0.10874912891986067,0.8941927990708478,24,347.8051272497978
ema_lambda,0.9,orl,Sonar,6,0.1054947735191639,0.8984901277584203,30,340.87321795895696
w_online,0.3,orl,Sonar,6,0.1054947735191639,0.8984901277584203,30,340.87321795895696
ema_lambda,0.9,orl,Sonar,7,0.1258763066202091,0.8753774680603948,15,368.36156454100274
w_online,0.3,orl,Sonar,7,0.1258763066202091,0.8753774680603948,15,368.36156454100274
ema_lambda,0.9,orl,Sonar,8,0.10781242740998846,0.8939605110336817,17,341.6167251660954
w_online,0.3,orl,Sonar,8,0.10781242740998846,0.8939605110336817,17,341.6167251660954
ema_lambda,0.9,orl,Sonar,9,0.08344773519163771,0.9182346109175377,15,332.8792981659062
w_online,0.3,orl,Sonar,9,0.08344773519163771,0.9182346109175377,15,332.8792981659062
ema_lambda,0.9,orl,ColonCancer,0,0.11592653846153839,0.885897435897436,593,432.54077366692945
w_online,0.3,orl,ColonCancer,0,0.11592653846153839,0.885897435897436,593,432.54077366692945
ema_lambda,0.9,orl,ColonCancer,1,0.162638076923077,0.8384615384615384,543,430.481541500194
w_online,0.3,orl,ColonCancer,1,0.162638076923077,0.8384615384615384,543,430.481541500194
ema_lambda,0.9,orl,ColonCancer,2,0.09934653846153844,0.9025641025641026,577,431.41911129211076
w_online,0.3,orl,ColonCancer,2,0.09934653846153844,0.9025641025641026,577,431.41911129211076
ema_lambda,0.9,orl,ColonCancer,3,0.12854884615384626,0.873076923076923,579,432.3638773341663
w_online,0.3,orl,ColonCancer,3,0.12854884615384626,0.873076923076923,579,432.3638773341663
ema_lambda,0.9,orl,ColonCancer,4,0.08400076923076916,0.917948717948718,554,431.4266045419499
w_online,0.3,orl,ColonCancer,4,0.08400076923076916,0.917948717948718,554,431.4266045419499
ema_lambda,0.9,orl,ColonCancer,5,0.14613307692307695,0.8551282051282051,542,430.72352279210463
w_online,0.3,orl,ColonCancer,5,0.14613307692307695,0.8551282051282051,542,430.72352279210463
ema_lambda,0.99,orl,Zoo,0,0.025424999999999906,0.9800000000000001,9,149.46107600000687
ema_lambda,0.99,orl,Zoo,1,0.025424999999999906,0.9800000000000001,9,156.88624966610223
ema_lambda,0.99,orl,Zoo,2,0.022924999999999907,0.9800000000000001,5,161.30020179203711
ema_lambda,0.99,orl,Zoo,3,0.024328571428571515,0.9804761904761904,8,163.92306062509306
ema_lambda,0.9,orl,ColonCancer,6,0.11436230769230762,0.8871794871794872,534,399.2242601250764
w_online,0.3,orl,ColonCancer,6,0.11436230769230762,0.8871794871794872,534,399.2242601250764
ema_lambda,0.9,orl,ColonCancer,7,0.09662307692307691,0.9051282051282051,540,396.2609477080405
w_online,0.3,orl,ColonCancer,7,0.09662307692307691,0.9051282051282051,540,396.2609477080405
ema_lambda,0.99,orl,Zoo,4,0.022453571428571514,0.9804761904761904,5,168.1113682091236
ema_lambda,0.99,orl,Zoo,5,0.02417499999999991,0.9800000000000001,7,170.72459854208864
ema_lambda,0.9,orl,ColonCancer,8,0.09806230769230768,0.9038461538461539,574,383.6423726249486
w_online,0.3,orl,ColonCancer,8,0.09806230769230768,0.9038461538461539,574,383.6423726249486
ema_lambda,0.9,orl,ColonCancer,9,0.11313307692307686,0.8884615384615385,542,382.92328962497413
w_online,0.3,orl,ColonCancer,9,0.11313307692307686,0.8884615384615385,542,382.92328962497413
ema_lambda,0.99,orl,Zoo,6,0.022924999999999907,0.9800000000000001,5,172.4598475000821
ema_lambda,0.99,orl,Zoo,7,0.025578571428571402,0.9804761904761905,10,169.90066170901991
ema_lambda,0.99,orl,Zoo,8,0.022924999999999907,0.9800000000000001,5,167.90448283287697
ema_lambda,0.99,orl,Zoo,9,0.01615000000000001,0.99,10,164.72914233291522
ema_lambda,0.99,orl,Sonar,0,0.0983722415795587,0.9038327526132404,19,334.3347448329441
ema_lambda,0.99,orl,Sonar,1,0.11274506387921027,0.88931475029036,19,336.9297951669432
ema_lambda,0.99,orl,Sonar,3,0.10753077816492457,0.8940766550522647,16,330.0987808338832
ema_lambda,0.99,orl,Sonar,2,0.1125783972125436,0.88931475029036,18,336.59909058292396
ema_lambda,0.99,orl,Sonar,4,0.07861846689895478,0.9231126596980255,15,320.3633715410251
ema_lambda,0.99,orl,Sonar,6,0.0883803716608595,0.913588850174216,17,345.26580508286133
ema_lambda,0.99,orl,Sonar,5,0.10285656213705004,0.8993031358885016,19,355.57292591710575
ema_lambda,0.99,orl,Sonar,7,0.1025232288037167,0.8993031358885016,17,344.7649937090464
ema_lambda,0.99,orl,Sonar,8,0.1030232288037166,0.8993031358885017,20,345.14723304100335
ema_lambda,0.99,orl,Sonar,9,0.10797909407665514,0.8939605110336817,18,349.5302267500665
ema_lambda,0.99,orl,ColonCancer,0,0.11584653846153839,0.885897435897436,577,435.6290280839894
ema_lambda,0.99,orl,ColonCancer,1,0.16394230769230766,0.8371794871794872,550,437.13978574983776
ema_lambda,0.99,orl,ColonCancer,2,0.08389076923076927,0.9179487179487179,532,437.5616007910576
ema_lambda,0.99,orl,ColonCancer,3,0.12841384615384627,0.873076923076923,552,431.6523009578232
ema_lambda,0.99,orl,ColonCancer,4,0.10046576923076922,0.9012820512820513,547,433.17004391714
ema_lambda,0.99,orl,ColonCancer,5,0.16142384615384614,0.8397435897435898,554,431.11948266695254
w_online,0.1,orl,Zoo,0,0.025424999999999906,0.9800000000000001,9,149.99782325001433
w_online,0.1,orl,Zoo,1,0.023549999999999908,0.9800000000000001,6,159.97205258300528
w_online,0.1,orl,Zoo,2,0.022924999999999907,0.9800000000000001,5,161.93026954098605
w_online,0.1,orl,Zoo,3,0.022453571428571403,0.9804761904761905,5,163.09138508304022
ema_lambda,0.99,orl,ColonCancer,6,0.09921653846153844,0.9025641025641026,551,400.7090031669941
ema_lambda,0.99,orl,ColonCancer,7,0.09665307692307691,0.9051282051282051,546,395.98332429188304
w_online,0.1,orl,Zoo,4,0.026203571428571514,0.9804761904761904,11,167.55635512503795
ema_lambda,0.99,orl,ColonCancer,8,0.09817730769230769,0.9038461538461539,597,385.97379670804366
ema_lambda,0.99,orl,ColonCancer,9,0.11441730769230762,0.8871794871794872,545,384.40058733406477
w_online,0.1,orl,Zoo,5,0.03282500000000003,0.97,5,170.97374362498522
w_online,0.1,orl,Zoo,6,0.022924999999999907,0.9800000000000001,5,172.65045995800756
w_online,0.1,orl,Zoo,7,0.022453571428571403,0.9804761904761905,5,171.71397408284247
w_online,0.1,orl,Zoo,8,0.022924999999999907,0.9800000000000001,5,169.39068841701373
w_online,0.1,orl,Zoo,9,0.022924999999999907,0.9800000000000001,5,163.3941806659568
w_online,0.1,orl,Sonar,0,0.1115150987224158,0.8895470383275261,13,298.3177913748659
w_online,0.1,orl,Sonar,5,0.10685249709639955,0.8944250871080139,14,299.1330819579307
w_online,0.1,orl,Sonar,1,0.09882055749128928,0.9037166085946573,21,333.05291991704144
w_online,0.1,orl,Sonar,3,0.10753077816492457,0.8940766550522647,16,328.7368072918616
w_online,0.1,orl,Sonar,2,0.09842392566782814,0.9039488966318234,20,338.91861670813523
w_online,0.1,orl,Sonar,4,0.11268176538908246,0.8895470383275261,20,341.232151791919
w_online,0.1,orl,Sonar,6,0.0883803716608595,0.913588850174216,17,355.2613580839243
w_online,0.1,orl,Sonar,7,0.10313821138211383,0.8991869918699187,20,353.51495554181747
w_online,0.1,orl,Sonar,8,0.09746399535423919,0.9044134727061557,17,340.9805332920514
w_online,0.1,orl,Sonar,9,0.11309001161440196,0.8889663182346108,19,348.43198850005865
w_online,0.1,orl,ColonCancer,1,0.16394730769230767,0.8371794871794872,551,433.8785471250303
w_online,0.1,orl,ColonCancer,0,0.11567653846153839,0.885897435897436,543,435.30835050018504
w_online,0.1,orl,ColonCancer,2,0.08402076923076927,0.9179487179487179,558,437.2132294590119
w_online,0.1,orl,ColonCancer,3,0.12984807692307682,0.8717948717948719,585,436.677571374923
w_online,0.1,orl,ColonCancer,4,0.09925153846153845,0.9025641025641026,558,432.8971214168705
w_online,0.1,orl,ColonCancer,5,0.1625180769230769,0.8384615384615385,519,426.54326016595587
w_online,0.7,orl,Zoo,0,0.025424999999999906,0.9800000000000001,9,157.65485524991527
w_online,0.7,orl,Zoo,1,0.01615000000000001,0.99,10,159.02730316692032
w_online,0.1,orl,ColonCancer,6,0.13083230769230778,0.8705128205128204,528,402.8182119168341
w_online,0.7,orl,Zoo,2,0.022924999999999907,0.9800000000000001,5,162.29801875003614
w_online,0.7,orl,Zoo,3,0.022453571428571403,0.9804761904761905,5,164.7175495000556
w_online,0.1,orl,ColonCancer,7,0.09651807692307691,0.9051282051282051,519,393.68970204214565
w_online,0.7,orl,Zoo,4,0.022453571428571514,0.9804761904761904,5,177.5569753330201
w_online,0.7,orl,Zoo,5,0.02417499999999991,0.9800000000000001,7,177.67501616687514
w_online,0.7,orl,Zoo,6,0.022924999999999907,0.9800000000000001,5,177.8423620411195
w_online,0.1,orl,ColonCancer,8,0.09801230769230769,0.9038461538461539,564,390.0558891671244
w_online,0.1,orl,ColonCancer,9,0.11442730769230762,0.8871794871794872,547,390.394256665837
w_online,0.7,orl,Zoo,7,0.01615000000000001,0.99,10,176.14131883298978
w_online,0.7,orl,Zoo,8,0.022924999999999907,0.9800000000000001,5,171.57084429217502
w_online,0.7,orl,Zoo,9,0.022924999999999907,0.9800000000000001,5,161.80115800001658
w_online,0.7,orl,Sonar,0,0.09825725900116147,0.9039488966318234,19,342.1881878329441
w_online,0.7,orl,Sonar,1,0.10897909407665514,0.8939605110336817,24,344.3581703340169
w_online,0.7,orl,Sonar,4,0.07788850174216032,0.9233449477351916,12,335.42388579202816
w_online,0.7,orl,Sonar,5,0.12127700348432063,0.8800232288037165,15,337.2017447501421
w_online,0.7,orl,Sonar,2,0.10335656213704994,0.8993031358885017,22,346.85746287507936
w_online,0.7,orl,Sonar,3,0.10380487804878051,0.8991869918699187,24,348.7862129579298
w_online,0.7,orl,Sonar,6,0.08640766550522642,0.9177700348432056,30,351.6774964169599
w_online,0.7,orl,Sonar,7,0.0888803716608595,0.913588850174216,20,343.1624701661058
w_online,0.7,orl,Sonar,8,0.09832055749128928,0.9037166085946573,18,356.3288541249931
w_online,0.7,orl,Sonar,9,0.1079274099883857,0.8938443670150986,17,358.49986833287403
w_online,0.7,orl,ColonCancer,0,0.11569653846153839,0.885897435897436,547,436.1408603338059
w_online,0.7,orl,ColonCancer,1,0.16260807692307688,0.8384615384615385,537,437.46766104199924
w_online,0.7,orl,ColonCancer,2,0.09950653846153845,0.9025641025641026,609,437.6350042920094
w_online,0.7,orl,ColonCancer,3,0.12970807692307681,0.8717948717948719,557,434.51513908291236
w_online,0.7,orl,ColonCancer,4,0.09927153846153845,0.9025641025641026,562,426.97313516703434
w_online,0.7,orl,ColonCancer,5,0.14600307692307696,0.8551282051282051,516,414.0649392500054
w_online,0.7,orl,ColonCancer,6,0.09939653846153845,0.9025641025641026,587,279.84253670903854
w_online,0.7,orl,ColonCancer,7,0.09661307692307691,0.9051282051282051,538,267.60679183294997
w_online,0.7,orl,ColonCancer,8,0.11322307692307686,0.8884615384615385,560,194.1728520418983
w_online,0.7,orl,ColonCancer,9,0.1299080769230768,0.8717948717948719,597,188.19818366714753
