beta,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
0.0,Leukemia,29,0.014142857142857092,0.9857142857142858,1836,3571,158.34734004177153
0.001,Zoo,0,0.02042499999999991,0.9800000000000001,10,16,185.91373929195106
0.001,Zoo,1,0.02036249999999991,0.9800000000000001,9,16,184.62051391694695
0.001,Zoo,2,0.019953571428571515,0.9804761904761904,10,16,178.42603429080918
0.001,Zoo,3,0.01948214285714279,0.980952380952381,10,16,177.85192966694012
0.001,Zoo,4,0.019641071428571515,0.9804761904761904,5,16,177.2563387081027
0.001,Zoo,5,0.02042499999999991,0.9800000000000001,10,16,176.02986708376557
0.001,Zoo,6,0.02017499999999991,0.9800000000000001,6,16,174.40275620901957
0.001,Zoo,7,0.019641071428571404,0.9804761904761905,5,16,173.68534766696393
0.001,Zoo,8,0.020112499999999908,0.9800000000000001,5,16,172.07829812495038
0.001,Zoo,9,0.020112499999999908,0.9800000000000001,5,16,172.53750000009313
0.001,Zoo,10,0.02042499999999991,0.9800000000000001,10,16,172.84252591710538
0.001,Zoo,11,0.020112499999999908,0.9800000000000001,5,16,172.5958220004104
0.001,Zoo,12,0.020112499999999908,0.9800000000000001,5,16,173.43891470879316
0.001,Zoo,13,0.02042499999999991,0.9800000000000001,10,16,173.7939971247688
0.001,Zoo,14,0.020112499999999908,0.9800000000000001,5,16,175.11748333415017
0.001,Zoo,15,0.019641071428571404,0.9804761904761905,5,16,178.16733579197899
0.001,Zoo,16,0.02023749999999991,0.9800000000000001,7,16,179.94307308411226
0.001,Zoo,17,0.020112499999999908,0.9800000000000001,5,16,182.7132226251997
0.001,Zoo,18,0.019953571428571515,0.9804761904761904,10,16,179.26926279207692
0.001,Zoo,19,0.029603571428571302,0.9704761904761906,6,16,180.28032616712153
0.001,Zoo,20,0.019766071428571404,0.9804761904761905,7,16,179.8024794580415
0.001,Zoo,21,0.02017499999999991,0.9800000000000001,6,16,177.33167883288115
0.001,Zoo,22,0.020112499999999908,0.9800000000000001,5,16,176.97190045798197
0.001,Zoo,23,0.02042499999999991,0.9800000000000001,10,16,176.58450454240665
0.001,Zoo,24,0.02036249999999991,0.9800000000000001,9,16,174.60069637466222
0.001,Zoo,25,0.01052500000000001,0.99,10,16,173.72544587496668
0.001,Zoo,26,0.02023749999999991,0.9800000000000001,7,16,172.89284691680223
0.001,Zoo,27,0.019641071428571404,0.9804761904761905,5,16,172.90621241601184
0.001,Zoo,28,0.02023749999999991,0.9800000000000001,7,16,172.7777463751845
0.001,Zoo,29,0.01052500000000001,0.99,10,16,172.78157916711643
0.001,Sonar,0,0.11454436701509874,0.8846689895470383,22,60,141.112942292355
0.001,Sonar,1,0.10509912891986067,0.8941927990708478,21,60,144.7550653326325
0.001,Sonar,2,0.1096150987224158,0.8895470383275261,16,60,151.22629912523553
0.001,Sonar,3,0.10513077816492457,0.8940766550522647,16,60,150.07128904107958
0.001,Sonar,5,0.10485249709639954,0.8944250871080139,20,60,141.1798991668038
0.001,Sonar,6,0.07646846689895478,0.9231126596980255,21,60,144.9813791248016
0.001,Sonar,4,0.1144110336817654,0.8846689895470383,14,60,167.51936566689983
0.001,Sonar,7,0.10013821138211385,0.8991869918699187,20,60,141.47093720827252
0.001,Sonar,8,0.0956038908246226,0.9037166085946573,17,60,147.35057670762762
0.001,Sonar,9,0.11492264808362376,0.8843205574912891,24,60,145.35119716683403
0.001,Sonar,10,0.10470418118466895,0.894541231126597,18,60,141.62614945927635
0.001,Sonar,11,0.1144110336817654,0.8846689895470383,14,60,163.66434699995443
0.001,Sonar,12,0.10513077816492457,0.8940766550522647,16,60,170.21053570788354
0.001,Sonar,14,0.10026986062717774,0.8990708478513356,21,60,147.63374062487856
0.001,Sonar,15,0.08574872241579562,0.913704994192799,19,60,146.43864695867524
0.001,Sonar,13,0.10963176538908247,0.8895470383275261,17,60,157.57037154212594
0.001,Sonar,16,0.10983008130081304,0.8894308943089431,22,60,147.3073879997246
0.001,Sonar,17,0.10991509872241581,0.8895470383275261,34,60,147.05182299995795
0.001,Sonar,18,0.09047967479674798,0.9089430894308943,20,60,149.2822908749804
0.001,Sonar,19,0.1234946573751452,0.8754936120789779,14,60,169.4505115840584
0.001,Sonar,20,0.10511579558652734,0.8941927990708478,22,60,148.48860183404759
0.001,Sonar,22,0.11474099883855987,0.8844367015098722,20,60,147.89244012534618
0.001,Sonar,23,0.10994506387921027,0.88931475029036,22,60,150.06310450006276
0.001,Sonar,21,0.11488931475029043,0.8843205574912891,22,60,164.83820262504742
0.001,Sonar,24,0.09521062717770035,0.9041811846689896,21,60,156.31091429060325
0.001,Sonar,25,0.10902351916376307,0.8901277584204413,15,60,162.9531849999912
0.001,Sonar,26,0.1096150987224159,0.889547038327526,16,60,156.91967504099011
