algorithm,dataset,run_id,fitness,accuracy,n_selected_features,n_total_features,runtime_seconds
ECL-SCSO,Sonar,29,0.2334186991869919,0.7691056910569105,29,60,557.6879814590066
ECL-SCSO,SpectEW,3,0.1939668381932533,0.8086652690426275,10,22,336.47157870800584
ECL-SCSO,SpectEW,2,0.2069931389365351,0.7941299790356394,7,22,344.00426516598964
ECL-SCSO,SpectEW,4,0.2068547741566608,0.7942697414395529,7,22,425.1354217909975
ECL-SCSO,SpectEW,5,0.2192481417953116,0.7826694619147448,9,22,432.4480222499987
ECL-SCSO,SpectEW,6,0.223576901086335,0.7787561146051712,10,22,443.4680995419913
ECL-SCSO,SpectEW,8,0.2709965694682677,0.7303983228511529,9,22,443.65053425000224
ECL-SCSO,SpectEW,7,0.1808810748999428,0.8241788958770091,15,22,477.03755141599686
ECL-SCSO,SpectEW,9,0.2096809605488851,0.7937106918238993,12,22,459.5816577499936
ECL-SCSO,SpectEW,11,0.2517541452258434,0.7489168413696715,7,22,438.1287240829988
ECL-SCSO,SpectEW,10,0.1883133218982275,0.8162124388539483,14,22,456.5376399579982
ECL-SCSO,SpectEW,12,0.2169845626072042,0.7867924528301886,13,22,438.6480902500043
ECL-SCSO,SpectEW,13,0.1790926243567753,0.8236897274633124,10,22,428.6814097080059
ECL-SCSO,SpectEW,15,0.2264431103487707,0.7754018169112509,9,22,426.4096961249888
ECL-SCSO,SpectEW,14,0.1942138364779874,0.8088749126484975,11,22,440.17380920800497
ECL-SCSO,SpectEW,16,0.3007747284162379,0.6998602375960866,8,22,438.9518792079907
ECL-SCSO,SpectEW,17,0.2095425957690108,0.7938504542278128,12,22,445.47518124998896
ECL-SCSO,SpectEW,18,0.1904779874213836,0.8126484975541579,11,22,441.1768028750084
ECL-SCSO,SpectEW,19,0.212616352201258,0.7902865129280222,11,22,440.6083702080068
ECL-SCSO,SpectEW,20,0.1856255002858776,0.8166317260656883,9,22,421.8601273329987
ECL-SCSO,SpectEW,21,0.1825517438536305,0.8201956673654788,10,22,430.3191012089955
ECL-SCSO,SpectEW,22,0.1993436249285305,0.8013976240391335,6,22,413.2123570830008
ECL-SCSO,SpectEW,23,0.2174688393367638,0.786303284416492,13,22,452.11100562498905
ECL-SCSO,SpectEW,24,0.2242389937106918,0.7785464709993012,11,22,425.0246672080102
ECL-SCSO,SpectEW,25,0.2582864493996569,0.7450733752620545,13,22,437.4090407500043
ECL-SCSO,SpectEW,26,0.1817810177244138,0.8200559049615654,8,22,424.40874350001104
ECL-SCSO,SpectEW,27,0.240724413950829,0.7605171208944794,8,22,429.3593196250003
ECL-SCSO,SpectEW,28,0.2289925671812464,0.7751222921034242,14,22,433.3819831660075
ECL-SCSO,SpectEW,29,0.2182401372212692,0.7832285115303984,8,22,425.0126478339953
ECL-SCSO,TicTacToe,0,0.305148305700989,0.6962587260034903,4,9,803.4098473749909
ECL-SCSO,TicTacToe,1,0.2465515197789412,0.7599367364746946,8,9,823.2686593749968
ECL-SCSO,TicTacToe,2,0.2413682737056428,0.7651723385689354,8,9,817.0616496670118
ECL-SCSO,TicTacToe,3,0.3021614128853984,0.7003981239092496,5,9,820.9590483750071
ECL-SCSO,TicTacToe,4,0.2877497818499127,0.7160776614310645,6,9,817.943014250006
ECL-SCSO,TicTacToe,5,0.3681042757417102,0.6315445026178012,3,9,810.388767832992
ECL-SCSO,TicTacToe,7,0.3629858202443281,0.6367146596858639,3,9,823.9040789999999
ECL-SCSO,TicTacToe,6,0.3270927319662593,0.677459642233857,7,9,835.0576907089999
ECL-SCSO,TicTacToe,8,0.2505545920593368,0.7536485602094241,6,9,858.4614485000056
ECL-SCSO,TicTacToe,9,0.2939372818499127,0.7098276614310646,6,9,852.3090320830088
ECL-SCSO,TicTacToe,10,0.3135850239965096,0.6899814572425829,6,9,853.6515598330006
ECL-SCSO,TicTacToe,11,0.3453099185573007,0.6534467713787085,2,9,829.2236285419931
ECL-SCSO,TicTacToe,12,0.2856926810645723,0.7181555410122165,6,9,833.6523679170059
ECL-SCSO,TicTacToe,13,0.2339477348749273,0.7693008289703316,5,9,826.451572541002
ECL-SCSO,TicTacToe,14,0.3207605802792321,0.6827334205933682,6,9,809.5465222500061
ECL-SCSO,TicTacToe,15,0.2639770397033157,0.740090532286213,6,9,822.0007180420071
ECL-SCSO,TicTacToe,16,0.2569666048574753,0.7494164485165793,8,9,787.9278433339932
ECL-SCSO,TicTacToe,17,0.3558404050319954,0.6461769197207679,5,9,787.097777374991
ECL-SCSO,TicTacToe,18,0.3001949716404886,0.7035067626527051,6,9,790.8981515409978
ECL-SCSO,TicTacToe,19,0.3311648669284468,0.672224040139616,6,9,786.9752049160015
ECL-SCSO,TicTacToe,20,0.3453099185573007,0.6534467713787085,2,9,777.1984682500042
ECL-SCSO,TicTacToe,21,0.2423099912739964,0.7619764397905759,6,9,777.4960335829965
ECL-SCSO,TicTacToe,22,0.3092841041303082,0.6920811518324608,4,9,780.7812764169939
ECL-SCSO,TicTacToe,23,0.2804619691681209,0.7223167539267016,5,9,780.9355783749925
ECL-SCSO,Vote,0,0.0857752081406105,0.91840888066605,8,16,387.3528098329989
ECL-SCSO,Vote,1,0.066327705827937,0.9393154486586496,10,16,388.5272174579877
ECL-SCSO,TicTacToe,24,0.2360738983420593,0.7682755235602095,6,9,814.3505472079996
ECL-SCSO,TicTacToe,25,0.269048029377545,0.7338459860383945,5,9,813.5272384160053
ECL-SCSO,TicTacToe,26,0.2382270578824897,0.7672229493891798,7,9,817.6440558339964
ECL-SCSO,TicTacToe,27,0.2515588459860384,0.7526341623036649,6,9,816.430990791996
ECL-SCSO,TicTacToe,28,0.210329315735893,0.7954024869109947,7,9,826.8958092079993
ECL-SCSO,TicTacToe,29,0.2330762070971494,0.7724258289703316,7,9,831.7127156670031
ECL-SCSO,Vote,2,0.0453603145235893,0.9567067530064756,4,16,366.1652282919967
ECL-SCSO,Vote,3,0.0815624421831636,0.9226641998149864,8,16,363.2906098330131
ECL-SCSO,Vote,4,0.1471238436632745,0.8532839962997226,3,16,367.1786525409989
ECL-SCSO,Vote,5,0.0862331174838112,0.9179463459759484,8,16,365.3752114169911
ECL-SCSO,Vote,6,0.1567993755781684,0.84477335800185,5,16,367.8464521670103
ECL-SCSO,Vote,7,0.0978045790934321,0.9049953746530988,6,16,365.598773375008
ECL-SCSO,Vote,8,0.0807494218316373,0.9266419981498611,13,16,355.6303391249967
ECL-SCSO,Vote,9,0.2799930619796484,0.719703977798335,4,16,357.3088757499936
ECL-SCSO,Vote,10,0.1167138066604996,0.8877890841813135,9,16,354.01067004200013
ECL-SCSO,Vote,11,0.1141061517113783,0.8885291396854764,6,16,353.5475687080034
ECL-SCSO,Vote,12,0.078066258094357,0.926827012025902,9,16,351.02006041600544
ECL-SCSO,Vote,13,0.0794078399629971,0.9267345050878816,11,16,352.8318904589978
ECL-SCSO,Vote,14,0.1354608001850139,0.866327474560592,5,16,350.00879583299684
ECL-SCSO,Vote,15,0.1437031683626272,0.8580018501387604,5,16,351.2318120840064
ECL-SCSO,Vote,16,0.1306230342275672,0.8705827937095281,4,16,348.72922991600353
ECL-SCSO,Vote,17,0.0717953283996299,0.9312673450508788,6,16,350.36640250000346
ECL-SCSO,Vote,18,0.0985211609620721,0.9049028677150788,7,16,347.0135585829994
ECL-SCSO,Vote,19,0.0886624653098983,0.9135985198889915,5,16,346.99441937499796
ECL-SCSO,Vote,20,0.0919545559666974,0.9140610545790936,11,16,350.3506703329913
ECL-SCSO,Vote,21,0.1779547872340425,0.823404255319149,5,16,347.4011773329985
ECL-SCSO,Vote,22,0.0725119102682702,0.9311748381128584,7,16,347.89864249998936
ECL-SCSO,Vote,23,0.2712927844588344,0.7284921369102683,4,16,352.192294959008
ECL-SCSO,Vote,24,0.115097479185939,0.8881591119333949,7,16,350.7346151660022
ECL-SCSO,Vote,25,0.0886624653098983,0.9135985198889915,5,16,349.721991790997
ECL-SCSO,Vote,26,0.1711455827937096,0.8315448658649398,7,16,341.2535029999999
ECL-SCSO,Vote,27,0.1500656799259944,0.8534690101757632,8,16,339.29460962499434
ECL-SCSO,Vote,28,0.0900040471785385,0.9135060129509712,7,16,331.28008712499286
ECL-SCSO,Vote,29,0.0709871646623497,0.9314523589269196,5,16,317.62492529199517
ECL-SCSO,WDBC,0,0.0460636547120013,0.9578481602235676,13,30,633.2952148329932
ECL-SCSO,WDBC,3,0.0547786058065518,0.9490451793199812,13,30,598.5040002500027
ECL-SCSO,WDBC,1,0.0550965688557677,0.949060704859494,14,30,688.4865887920023
ECL-SCSO,WDBC,2,0.0349365005433938,0.9700978108989288,16,30,633.1236992920021
ECL-SCSO,WDBC,5,0.0558247166589039,0.948998602701444,16,30,583.6676884169865
ECL-SCSO,WDBC,6,0.0501184598664805,0.9561092997981678,20,30,597.6072541670001
ECL-SCSO,WDBC,4,0.0540417637012887,0.9507995652848936,16,30,639.0402790829976
ECL-SCSO,WDBC,7,0.0569102623816178,0.947228691197019,14,30,727.5860920830019
ECL-SCSO,WDBC,8,0.0394342493401644,0.9648812296227296,14,30,578.464133083995
ECL-SCSO,WDBC,11,0.0387127775190188,0.9666200900481292,17,30,577.6033732500073
ECL-SCSO,WDBC,12,0.0565615587641669,0.9472442167365316,13,30,565.189316834003
ECL-SCSO,WDBC,10,0.0614541220307405,0.9419655333022824,12,30,630.8842234170006
ECL-SCSO,WDBC,9,0.0387281478031361,0.9666045645086166,17,30,656.1226515839953
ECL-SCSO,WDBC,13,0.0397435180872536,0.966589038969104,20,30,586.1775969999871
ECL-SCSO,WDBC,14,0.0383333333333332,0.9666666666666668,16,30,651.2636356250005
ECL-SCSO,WDBC,15,0.053421207886974,0.9507529886663562,14,30,645.9474415000004
ECL-SCSO,WDBC,16,0.0303465300419189,0.9754075454122032,18,30,589.0172572500014
ECL-SCSO,WDBC,18,0.044644775655954,0.9596180717279924,14,30,621.6632266249944
ECL-SCSO,WDBC,21,0.054429902189101,0.949060704859494,12,30,663.6674794169958
ECL-SCSO,WDBC,20,0.0729607203850333,0.9296693060083838,10,30,699.729504834002
ECL-SCSO,WDBC,17,0.0494979040521658,0.9560627231796304,18,30,870.8701537500019
ECL-SCSO,WDBC,22,0.0777918025151374,0.9244527247321844,9,30,727.8182967920002
ECL-SCSO,WDBC,19,0.0537084303679554,0.9507995652848936,15,30,945.109934166001
ECL-SCSO,WDBC,23,0.0433027480204937,0.9613103555348548,15,30,789.9978464169981
ECL-SCSO,WDBC,24,0.0432873777363763,0.9613258810743672,15,30,855.7857799999911
ECL-SCSO,WDBC,27,0.0607567147958392,0.9419965843813072,10,30,770.2076605000038
ECL-SCSO,WDBC,26,0.0310833721471821,0.9736531594472908,15,30,802.7766777080105
ECL-SCSO,WDBC,25,0.0515527092066449,0.9543238627542306,19,30,916.1711060840024
ECL-SCSO,WDBC,28,0.0557786058065518,0.9490451793199812,16,30,742.1474472080008
ECL-SCSO,WDBC,29,0.0432566371681415,0.9613569321533924,15,30,751.8464026250003
ECL-SCSO,WaveformEW,0,0.2516659999999999,0.7516,23,40,4496.548151209005
ECL-SCSO,WaveformEW,2,0.2640459999999999,0.7396,25,40,4571.239865916999
ECL-SCSO,WaveformEW,1,0.3586279999999999,0.6428,20,40,4775.0406268750085
ECL-SCSO,WaveformEW,5,0.2131499999999999,0.79,21,40,4758.361638959002
ECL-SCSO,WaveformEW,3,0.298436,0.7036,20,40,4963.643553458998
ECL-SCSO,WaveformEW,4,0.2664019999999999,0.7352000000000001,17,40,5002.841427625011
ECL-SCSO,WaveformEW,7,0.3419439999999999,0.6594,19,40,4962.522370374994
ECL-SCSO,WaveformEW,6,0.230762,0.7712,17,40,5060.534891584
ECL-SCSO,WaveformEW,8,0.251124,0.7524,24,40,5058.039605209007
ECL-SCSO,WaveformEW,9,0.281126,0.7226,26,40,4930.739737042008
ECL-SCSO,WaveformEW,10,0.26488,0.738,22,40,4987.060637500006
ECL-SCSO,WaveformEW,12,0.237066,0.7666,24,40,4881.727360458011
ECL-SCSO,WaveformEW,13,0.2355859999999999,0.7686000000000001,26,40,4871.009267417001
ECL-SCSO,WaveformEW,11,0.29531,0.706,17,40,5221.402475625
ECL-SCSO,WaveformEW,14,0.3163699999999999,0.687,26,40,5032.378773458011
ECL-SCSO,WaveformEW,15,0.272696,0.7296,20,40,5048.004899042004
ECL-SCSO,WaveformEW,16,0.211024,0.7924,22,40,9327.66814308401
ECL-SCSO,WaveformEW,17,0.233502,0.7702,24,40,9268.91068125001
ECL-SCSO,WaveformEW,18,0.237452,0.7652,20,40,9700.80714158299
ECL-SCSO,WaveformEW,19,0.2346279999999999,0.7678,19,40,10696.586618165997
ECL-SCSO,WaveformEW,22,0.241922,0.7622,26,40,10515.86143562499
ECL-SCSO,WaveformEW,20,0.2499679999999999,0.7518,17,40,10831.386371
ECL-SCSO,WaveformEW,21,0.2723000000000001,0.7299999999999999,20,40,10798.494768458986
ECL-SCSO,Zoo,0,0.0634571428571428,0.940952380952381,8,16,269.97590725001646
ECL-SCSO,WaveformEW,23,0.3574819999999999,0.6432,17,40,10910.078924000016
ECL-SCSO,Zoo,1,0.0743,0.93,8,16,189.2263596249977
ECL-SCSO,Zoo,2,0.1311892857142857,0.8719047619047618,7,16,184.44695908299764
ECL-SCSO,Zoo,3,0.1329107142857143,0.8714285714285713,9,16,192.59988695799257
ECL-SCSO,Zoo,4,0.1305642857142856,0.871904761904762,6,16,193.9834639170149
ECL-SCSO,Zoo,5,0.0746071428571428,0.930952380952381,10,16,194.95458737498848
ECL-SCSO,Zoo,6,0.1233285714285713,0.8804761904761905,8,16,192.36876854099685
ECL-SCSO,Zoo,7,0.1120142857142856,0.891904761904762,8,16,182.1711329999962
ECL-SCSO,Zoo,8,0.2284571428571428,0.7742857142857144,8,16,178.9381027079944
ECL-SCSO,Zoo,9,0.0923785714285714,0.9104761904761904,6,16,168.79924275001397
ECL-SCSO,Zoo,10,0.1806892857142858,0.8219047619047618,7,16,169.3506505000114
ECL-SCSO,Zoo,11,0.1030571428571428,0.900952380952381,8,16,214.04682091699215
ECL-SCSO,Zoo,12,0.2405607142857142,0.7614285714285715,7,16,213.179605250014
ECL-SCSO,Zoo,13,0.0843535714285714,0.9204761904761904,9,16,174.38912304199766
ECL-SCSO,Zoo,14,0.0750785714285715,0.9304761904761903,10,16,173.7900687920046
ECL-SCSO,Zoo,15,0.1806892857142855,0.821904761904762,7,16,185.9831607909873
ECL-SCSO,Zoo,16,0.1808428571428572,0.8223809523809523,8,16,185.84117245898233
ECL-SCSO,Zoo,17,0.0933107142857143,0.9114285714285714,9,16,216.36048083301284
ECL-SCSO,Zoo,18,0.1624571428571428,0.840952380952381,8,16,217.22869733299012
ECL-SCSO,Zoo,19,0.1030571428571428,0.900952380952381,8,16,179.36592549999477
ECL-SCSO,Zoo,20,0.1512964285714285,0.8528571428571429,9,16,179.4847413749958
ECL-SCSO,Zoo,21,0.0633035714285714,0.9404761904761904,7,16,176.9608867909992
ECL-SCSO,Zoo,22,0.1894928571428572,0.8123809523809523,6,16,177.2232049999875
ECL-SCSO,Zoo,23,0.1536535714285712,0.8504761904761906,9,16,184.7206240830128
ECL-SCSO,Zoo,24,0.1607357142857143,0.8414285714285714,6,16,184.97446337499423
ECL-SCSO,Zoo,25,0.0849785714285714,0.9204761904761904,10,16,234.82353925000643
ECL-SCSO,Zoo,26,0.0650249999999999,0.94,9,16,231.91201395899407
ECL-SCSO,Zoo,27,0.0838821428571427,0.9209523809523812,9,16,174.82218737498624
ECL-SCSO,Zoo,28,0.1324392857142856,0.871904761904762,9,16,175.10960925000836
GA,BreastEW,0,0.0638912027097943,0.9399527694289396,4,9,0.6369352920155507
